title,url,price,rating,review_count,seller,search_term,scraped_at,is_suspicious,suspicion_reasons,ai_prediction,ai_confidence,ai_probabilities,risk_score,risk_level
"Cartucho de tinta H P 667 Preto Original (3YM79AB) Para Deskjet Ink Advantage 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Advantage/dp/B0CDQJC9WC/ref=sr_1_24?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-24,,5.0,,(3),,2025-09-21 23:27:37,False,[],ORIGINAL,0.54,"[0.36, 0.54, 0.1]",1,BAIXO
Kit 2 Tinta Stkink Black Compatível Advantage 667 667XL 2874 2774 2376 60K46A 100ml,https://www.amazon.com.br/Stkink-Compat%C3%ADvel-Advantage-667XL-60K46A/dp/B0DPNJVCNN/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-25&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,56.0,,,Amazon.com.br,,2025-09-21 23:27:37,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.47,"[0.47, 0.24, 0.29]",2,MÉDIO
"Kit Cartucho 667 Preto E Colorido + Folha A4 500 unid, Kit escritório, econômico, folhas, Resmas, papel de qualidade, Combo, DeskJet Ink Advantage, 2376, 2776, 6476, resma, black, color, original.",https://www.amazon.com.br/667-escrit%C3%B3rio-econ%C3%B4mico-qualidade-Advantage/dp/B0DJWF6VW9/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-26&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,189.0,5.0,,(3),,2025-09-21 23:27:37,False,[],ORIGINAL,0.49,"[0.41, 0.49, 0.1]",1,BAIXO
Kit com 02 Cartuchos HP 667 Preto e Colorido,https://www.amazon.com.br/Kit-Cartuchos-667-Preto-Colorido/dp/B0CDQHSJCF/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-27,,,,Amazon.com.br,,2025-09-21 23:27:38,False,[],COMPATIVEL,0.67,"[0.67, 0.19, 0.14]",2,MÉDIO
"Supreme Quality Kit 2x Cartucho Compatível 667XL Rendimento Extra 14ml Novo - Colorido - Água Base - Compatível com HP Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476",https://www.amazon.com.br/Cartucho-Compat%C3%ADvel-667xl-Rendimento-Extra/dp/B0BZ96VZKW/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-28&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,293.0,5.0,,(2),,2025-09-21 23:27:38,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.43,"[0.43, 0.31, 0.26]",3,MÉDIO
"Cartuchos de tinta 667XL pretos e coloridos de substituição para HP 667 XL 667 cartuchos de tinta funcionam para Deskjet Ink Advantage 1275 2375 2775, Deskjet Ink Advantage Plus 6075 6475 6476 (1",https://www.amazon.com.br/Cartuchos-667XL-coloridos-substitui%C3%A7%C3%A3o-Ink/dp/B0DMVWWGM1/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-29&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,287.0,3.8,,(12),,2025-09-21 23:27:38,False,[],COMPATIVEL,0.55,"[0.55, 0.29, 0.16]",3,MÉDIO
Cartucho De Impressora 667xl 14ML Preto Compatível,https://www.amazon.com.br/Cartucho-Impressora-667xl-Preto-Compat%C3%ADvel/dp/B0C75VMG4R/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-30&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,165.0,4.1,,(5),,2025-09-21 23:27:38,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.46,"[0.46, 0.26, 0.28]",2,MÉDIO
"Cartucho de tinta 667XL preto e colorido, pacote combo compatível com HP Ink 667 667XL, tinta para impressora, funciona com impressoras DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (pacote com",https://www.amazon.com.br/Cartucho-667XL-compat%C3%ADvel-impressora-impressoras/dp/B0F24L86XP/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-31&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d,452.0,,,Amazon.com.br,,2025-09-21 23:27:38,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.45,"[0.45, 0.21, 0.34]",3,MÉDIO
"Cartucho 667 Colorido Original (3YM78AB) Para impressoras Deskjet 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-Colorido-Original-3YM78AB-impressoras/dp/B0F3Z7YX2T/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-32,,,,Amazon.com.br,,2025-09-21 23:27:38,False,[],COMPATIVEL,0.43,"[0.43, 0.37, 0.2]",2,MÉDIO
"YATUNINK Cartuchos de tinta 667XL 667 pretos e coloridos compatíveis com cartuchos de tinta HP 667, funciona com impressora DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (1 preto, 1 cor) pacote",https://www.amazon.com.br/YATUNINK-Cartuchos-coloridos-compat%C3%ADveis-impressora/dp/B0DMNSRBYV/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-33&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,323.0,4.3,,(136),,2025-09-21 23:27:38,False,[],COMPATIVEL,0.6,"[0.6, 0.23, 0.17]",3,MÉDIO
"Cartucho de tinta H P 667XL Colorido Original (3YM80AB) Para Deskjet Ink Advantage 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667XL-Colorido-Original-Advantage/dp/B0CM7L6P7J/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-34,,5.0,,(4),,2025-09-21 23:27:38,False,[],ORIGINAL,0.56,"[0.33, 0.56, 0.11]",1,BAIXO
"Cartucho HP 667 Preto Original (3YM79AB) Para HP Deskjet 2376, 2776, 6476, 5076, 5276 Preto",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0CDQG1MJJ/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-35,,,,Amazon.com.br,,2025-09-21 23:27:39,False,[],ORIGINAL,0.44,"[0.42, 0.44, 0.14]",1,BAIXO
"Cartucho de tinta 667XL preto e colorido de substituição para HP 667XL 667 XL cartuchos de tinta compatíveis com impressoras HP DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (2 pretas, 1",https://www.amazon.com.br/667XL-substitui%C3%A7%C3%A3o-cartuchos-compat%C3%ADveis-impressoras/dp/B0DHWNG8G1/ref=sr_1_36?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-36&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,529.0,4.5,,(10),,2025-09-21 23:27:39,False,[],COMPATIVEL,0.55,"[0.55, 0.2, 0.25]",3,MÉDIO
Tinta 100ml Black Compativel Impressora Cartucho 667xl,https://www.amazon.com.br/Tinta-100ml-Compativel-Impressora-Cartucho/dp/B0CC3ST6K8/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-37,17.0,4.8,,(6),,2025-09-21 23:27:39,False,[],COMPATIVEL,0.53,"[0.53, 0.28, 0.19]",4,ALTO
"Cartucho HP 667XL Preto Original (3YM78AB) Para impressoras HP Deskjet 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476, 5076, 5276 (Preto, XL)",https://www.amazon.com.br/Cartucho-Original-3YM78AB-impressoras-Deskjet/dp/B0CM79WB9F/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-38,,,,Amazon.com.br,,2025-09-21 23:27:39,False,[],COMPATIVEL,0.41,"[0.41, 0.38, 0.21]",2,MÉDIO
"Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 1,25 Litro",https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLJ2XSZ/ref=sr_1_39?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-39&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,134.0,,,Amazon.com.br,,2025-09-21 23:27:39,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.49,"[0.49, 0.25, 0.26]",2,MÉDIO
Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 500ml,https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLFRRJJ/ref=sr_1_40?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-40&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,189.0,5.0,,(1),,2025-09-21 23:27:39,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.49,"[0.49, 0.25, 0.26]",2,MÉDIO
"Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 1,75 Litro",https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLHJ1NK/ref=sr_1_41?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-41&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,152.0,,,Amazon.com.br,,2025-09-21 23:27:39,True,"[""Palavra-chave suspeita: 'compatível'""]",COMPATIVEL,0.5,"[0.5, 0.24, 0.26]",2,MÉDIO
"Cartucho de tinta H P 667XL Colorido Original (3YM80AB) Para Deskjet Ink Advantage 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667XL-Colorido-Original-Advantage/dp/B0CGWZYGCB/ref=sr_1_42?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-42,,5.0,,(1),,2025-09-21 23:27:39,False,[],ORIGINAL,0.56,"[0.33, 0.56, 0.11]",1,BAIXO
"Cartucho H P 667 Preto Original (3YM79AB) Para H P Deskjet 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0DJPTWTWK/ref=sr_1_43?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-43,,,,Amazon.com.br,,2025-09-21 23:27:39,False,[],ORIGINAL,0.45,"[0.43, 0.45, 0.12]",1,BAIXO
Kit com 02 Cartuchos HP 667 - Preto e Colorido,https://www.amazon.com.br/Kit-com-02-Cartuchos-667/dp/B0CMVWTRKD/ref=sr_1_44?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.9zzyGXgH6QMHIwa_KE7dPqjeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttArf3YHXZWPv7fuUafujFz8M95VnxmeO6zN_LaJ8HhRmjUjL7ntoDLv8GqTooUgye070CyhHj5Aa4z7NyEg8RSML9I4yxHwEOO8N1rqx2Dnh_41FXxX6uQgaPsaQ0FrtTuVmKIQrlqx8cfaDHrO8ilBNbNt1Woo6wytfHS5P-w7Q2sGY7VRCg2BIv2nCUy3n3VppQCjo4oeclLw6te32-j4.vuAXWV-Erv-rGPa2JX4UDkgw26wEID254yHSqy9trO0&dib_tag=se&keywords=cartucho+HP+667&qid=1758508510&sr=8-44,,,,Amazon.com.br,,2025-09-21 23:27:40,False,[],COMPATIVEL,0.67,"[0.67, 0.19, 0.14]",2,MÉDIO
